,sent_id,sent,phrase_id,phrase,phrase_span,entity_id,entity,CE,label
0,1005,"Renal tissue samples from patients with tubulointerstitial disease secondary to primary Sjogren's disease (SS, n‚Äö√Ñ√∂‚àö√ë‚àö¬¢=‚Äö√Ñ√∂‚àö√ë‚àö¬¢10), chronic tubulointerstitial nephritis secondary to drug (CIN, n‚Äö√Ñ√∂‚àö√ë‚àö¬¢=‚Äö√Ñ√∂‚àö√ë‚àö¬¢8) were included in this study.",1,disease,"(59, 66)",0,tubulointerstitial disease,cause,DISEASE
0,1006,"Six women, aged 35-64, had non-length-dependent SFN, related to Crohn disease, impaired glucose tolerance and Sjogrens syndrome, or idiopathic (three cases).",0,impaired glucose tolerance,"(79, 105)",0,impaired glucose tolerance and Sjogrens syndrome,cause,DISEASE
0,1006,"Six women, aged 35-64, had non-length-dependent SFN, related to Crohn disease, impaired glucose tolerance and Sjogrens syndrome, or idiopathic (three cases).",0,dependent SFN,"(38, 51)",0,SFN,effect,CHEMICAL
0,1007,"Such symptoms as a hypergammaglobulinemia, positive RF without persistant arthritis, nonspecific skin lesions, recurrent parotid swelling may help to diagnosis of SS.Department.Department.Department.in Sjogrens syndrome: a systematic review and meta-analysis.",0,"Such symptoms as a hypergammaglobulinemia, positive RF without persistant arthritis, nonspecific skin lesions,","(0, 110)",0,hypergammaglobulinemia,cause,DISEASE
1,1007,"Such symptoms as a hypergammaglobulinemia, positive RF without persistant arthritis, nonspecific skin lesions, recurrent parotid swelling may help to diagnosis of SS.Department.Department.Department.in Sjogrens syndrome: a systematic review and meta-analysis.",0,"Such symptoms as a hypergammaglobulinemia, positive RF without persistant arthritis, nonspecific skin lesions,","(0, 110)",1,arthritis,cause,DISEASE
2,1007,"Such symptoms as a hypergammaglobulinemia, positive RF without persistant arthritis, nonspecific skin lesions, recurrent parotid swelling may help to diagnosis of SS.Department.Department.Department.in Sjogrens syndrome: a systematic review and meta-analysis.",0,"Such symptoms as a hypergammaglobulinemia, positive RF without persistant arthritis, nonspecific skin lesions,","(0, 110)",2,skin lesions,cause,DISEASE
0,1007,"Such symptoms as a hypergammaglobulinemia, positive RF without persistant arthritis, nonspecific skin lesions, recurrent parotid swelling may help to diagnosis of SS.Department.Department.Department.in Sjogrens syndrome: a systematic review and meta-analysis.",0,recurrent parotid swelling may help to diagnosis of SS.Department.Department,"(111, 187)",0,swelling,effect,DISEASE
0,1009,We enrolled 19 women with pSS (54 pregnancies) matched by age and BMI to 216 controls.,0,pSS,"(26, 29)",0,pSS,cause,DISEASE
0,1010,"Patients with positive anti-Ro/SSA and anti-Ro52 antibodies had a higher frequency of positive salivary gland biopsy, parotid enlargement and positive RF, and higher levels of serum IgG and IgA levels in comparison with patients with positive anti-Ro/SSA but negative anti-Ro52 antibodies.",1,"had a higher frequency of positive salivary gland biopsy, parotid enlargement and positive RF, and higher levels of serum IgG and IgA levels in comparison with patients with positive anti-Ro/SSA","(60, 254)",0,parotid enlargement,effect,DISEASE
0,1011,Non-productive cough was detected in 30 patients (37.5%).,1,cough,"(15, 20)",0,cough,cause,DISEASE
0,1012,"Musculoskeletal manifestations were as follows: past or present pain in the extremities (13 females and 10 males), combined in some patients with vasomotor disorders in the extremities and telangiectasia; exercise intolerance (12 females and 12 males); osteoporotic fractures (2 brothers aged 45 and 44 years, respectively); osteoporosis (3 females, aged 57, 63, and 75 years, respectively), which contributed to death in the oldest patient; osteopenia¬¨¬®‚Äö√Ñ‚Ä†(2 females aged 38 and 47 years, respectively; and 1 male aged 43 years); Charcot foot and lymphedema with serious infectious complications (4 males older than 40 years), with avascular osteonecrosis of the lower limbs in 2 cases; toe amputations (3 cases); bilateral lower-limb amputation (1 case); abnormally slender lower limbs (5 females and 8 males); acute gout (3 males with severe chronic kidney failure); and carpal tunnel syndrome (1 female and 1 male, both younger than 40 years).",2,osteoporosis,"(325, 337)",0,osteoporosis,cause,DISEASE
0,1012,"Musculoskeletal manifestations were as follows: past or present pain in the extremities (13 females and 10 males), combined in some patients with vasomotor disorders in the extremities and telangiectasia; exercise intolerance (12 females and 12 males); osteoporotic fractures (2 brothers aged 45 and 44 years, respectively); osteoporosis (3 females, aged 57, 63, and 75 years, respectively), which contributed to death in the oldest patient; osteopenia¬¨¬®‚Äö√Ñ‚Ä†(2 females aged 38 and 47 years, respectively; and 1 male aged 43 years); Charcot foot and lymphedema with serious infectious complications (4 males older than 40 years), with avascular osteonecrosis of the lower limbs in 2 cases; toe amputations (3 cases); bilateral lower-limb amputation (1 case); abnormally slender lower limbs (5 females and 8 males); acute gout (3 males with severe chronic kidney failure); and carpal tunnel syndrome (1 female and 1 male, both younger than 40 years).",0,death,"(413, 418)",0,death,effect,DISEASE
0,1013,These disorders can be associated with nephrocalcinosis and renal lithiasis.,0,nephrocalcinosis,"(39, 55)",0,nephrocalcinosis,effect,DISEASE
0,1014,PPAR-‚âà√≠‚Äö√¢‚Ä¢ ameliorates Sjogren's syndrome on NOD mice effectively.,0,¢‚Ä¢ ameliorates Sjogren's syndrome on NOD,"(14, 56)",0,Sjogren's syndrome,effect,DISEASE
1,1014,PPAR-‚âà√≠‚Äö√¢‚Ä¢ ameliorates Sjogren's syndrome on NOD mice effectively.,0,¢‚Ä¢ ameliorates Sjogren's syndrome on NOD,"(14, 56)",1,NOD,effect,DISEASE
0,1015,"It could be useful to investigate whether patients presenting with a ranula are also affected by Sjogrens syndrome and, conversely, investigate patients with Sjogrens syndrome longitudinally to see whether they develop ranulas.reserved.Chiba, Japan.Chiba, Japan.Chiba, Japan.Chiba, Japan.Tokyo Dental College, Chiba, Japan.Chiba, Japan.",0,with a ranula,"(62, 75)",0,ranula,cause,DISEASE
1,1015,"It could be useful to investigate whether patients presenting with a ranula are also affected by Sjogrens syndrome and, conversely, investigate patients with Sjogrens syndrome longitudinally to see whether they develop ranulas.reserved.Chiba, Japan.Chiba, Japan.Chiba, Japan.Chiba, Japan.Tokyo Dental College, Chiba, Japan.Chiba, Japan.",1,affected by Sjogrens syndrome,"(85, 114)",0,Sjogrens syndrome,cause,DISEASE
0,1016,Lupus alopecia is usually difficult to treat.,0,Lupus alopecia,"(0, 14)",0,alopecia,cause,DISEASE
0,1017,"The risk of pSS was significantly increased in female patients with thyroid diseases, particularly those in their mid-forties to mid-sixties.",0,The risk of pSS was significantly increased in female patients with thyroid,"(0, 75)",0,pSS,effect,DISEASE
1,1017,"The risk of pSS was significantly increased in female patients with thyroid diseases, particularly those in their mid-forties to mid-sixties.",0,The risk of pSS was significantly increased in female patients with thyroid,"(0, 75)",1,thyroid diseases,effect,DISEASE
0,1020,"Acute or subacute onset is observed more frequently in multiple mononeuropathy and multiple cranial neuropathies, whereas disease progression is usually chronic in other forms of neuropathies.",2,ne,"(179, 181)",0,neuropathies,cause,DISEASE
0,1020,"Acute or subacute onset is observed more frequently in multiple mononeuropathy and multiple cranial neuropathies, whereas disease progression is usually chronic in other forms of neuropathies.",1,multiple mononeuropathy and multiple cranial neuropathies,"(55, 112)",0,mononeuropathy,effect,DISEASE
1,1020,"Acute or subacute onset is observed more frequently in multiple mononeuropathy and multiple cranial neuropathies, whereas disease progression is usually chronic in other forms of neuropathies.",1,multiple mononeuropathy and multiple cranial neuropathies,"(55, 112)",1,cranial neuropathies,effect,DISEASE
0,1023,Comprehensive investigations for known haematological and metabolic disorders associated with subdural haematomas or effusions in infants were all normal.,0,subdural haematomas,"(94, 113)",0,haematomas,cause,DISEASE
0,1025,"It will provide a reference for early detection, early diagnosis and early treatment of atypical primary Sjogren syndrome with neurological impairment as the first symptom.",1,neurological impairment,"(127, 150)",0,neurological impairment,effect,DISEASE
0,1028,"Conditions associated with parotid enlargement should also be excluded, including juvenile recurrent parotitis (JRP), sialadenosis, sarcoidosis, lymphoma, infectious parotitis caused by streptococcal and staphylococcal infections, viral infections (paramyxovirus, Epstein-Barr virus, cytomegalovirus, and parvovirus), and diffuse infiltrative lymphocytosis syndrome (associated with HIV infection), and rare congenital conditions, such as polycystic parotid disease.",0,parot,"(27, 32)",0,parotid enlargement,cause,DISEASE
1,1028,"Conditions associated with parotid enlargement should also be excluded, including juvenile recurrent parotitis (JRP), sialadenosis, sarcoidosis, lymphoma, infectious parotitis caused by streptococcal and staphylococcal infections, viral infections (paramyxovirus, Epstein-Barr virus, cytomegalovirus, and parvovirus), and diffuse infiltrative lymphocytosis syndrome (associated with HIV infection), and rare congenital conditions, such as polycystic parotid disease.",1,streptoco,"(186, 195)",0,streptococcal and staphylococcal infections,cause,DISEASE
0,1028,"Conditions associated with parotid enlargement should also be excluded, including juvenile recurrent parotitis (JRP), sialadenosis, sarcoidosis, lymphoma, infectious parotitis caused by streptococcal and staphylococcal infections, viral infections (paramyxovirus, Epstein-Barr virus, cytomegalovirus, and parvovirus), and diffuse infiltrative lymphocytosis syndrome (associated with HIV infection), and rare congenital conditions, such as polycystic parotid disease.",2,itis,"(171, 175)",0,"lymphoma, infectious parotitis",effect,DISEASE
0,1031,"Cardiac involvement in Sjogrens syndrome can affect all parts of the heart, but valve involvement is relatively rare.",0,Cardiac involvement in Sjogrens syndrome,"(0, 40)",0,Sjogrens syndrome,cause,DISEASE
0,1034,"Moreover, the good results observed in the published trials after RTX treatment in pSS should represent the starting point to develop evidence-based guidelines for the use of biologic therapy in this disease.sagepub.co.uk/journalsPermissions.nav.University of L'Aquila, L'Aquila, Italy francescocarubbi@libero.it.University of L'Aquila, L'Aquila, Italy.Palermo, Italy.Palermo, Italy.University of L'Aquila, L'Aquila, Italy.",1,the published trials after RTX treatment in pSS should represent,"(39, 103)",0,pSS,cause,DISEASE
0,1035,"The causes of anemia included anemia of chronic disease (69%), autoimmune hemolytic anemia (AIHA, 18%), iron deficiency anemia (9%) and other causes (4%), of which AIHA caused the most severe anemia.",0,deficiency,"(109, 119)",0,iron deficiency,cause,DISEASE
1,1035,"The causes of anemia included anemia of chronic disease (69%), autoimmune hemolytic anemia (AIHA, 18%), iron deficiency anemia (9%) and other causes (4%), of which AIHA caused the most severe anemia.",1,AIHA,"(164, 168)",0,AIHA,cause,DISEASE
0,1035,"The causes of anemia included anemia of chronic disease (69%), autoimmune hemolytic anemia (AIHA, 18%), iron deficiency anemia (9%) and other causes (4%), of which AIHA caused the most severe anemia.",0,emia,"(16, 20)",0,anemia,effect,DISEASE
1,1035,"The causes of anemia included anemia of chronic disease (69%), autoimmune hemolytic anemia (AIHA, 18%), iron deficiency anemia (9%) and other causes (4%), of which AIHA caused the most severe anemia.",1,anemia,"(192, 198)",0,anemia,effect,DISEASE
0,1038,"The chronic inflammation can attack lacrimal glands, salivary glands, the thyroid, lung, pancreas, kidney, and prostate.",0,chronic inflammation,"(4, 24)",0,inflammation,cause,DISEASE
0,1039,Most common neurological findings were ataxia and areflexia followed by paresthesia and pain.,0,flexia,"(53, 59)",0,areflexia,effect,DISEASE
0,1040,Primary SS patients experience significant functional disability compared to age-matched healthy controls.,0,Primary SS,"(0, 10)",0,SS,cause,CHEMICAL
0,1040,Primary SS patients experience significant functional disability compared to age-matched healthy controls.,0,patients experience significant functional disability,"(11, 64)",0,functional disability,effect,DISEASE
0,1041,An autopsy was performed and revealed DAH and interstitial pneumonia with a fibrotic nonspecific interstitial pneumonia pattern.,1,ecific interstitial pneumonia pattern,"(90, 127)",0,interstitial pneumonia,cause,DISEASE
